client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38078775.mp3	27f91b2f167d6397aa2b5e7cd517a4aab6a0bcdda8ea5e69375784db8bb2c02a	אינני יכולה לכתוב בפרוטרוט על העיר חיפה		0	1	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38104810.mp3	783550041cb3eb9392dcd5cd1f58e2f08cf3ee2ee89ed9d3a1d177d0cb3869b4	נסע לרגל עסקיו לשלושה שבועות. שב נא.		0	1	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38104822.mp3	17dba9a107a838c044b7f60c6e7c104f2fa10d73679fe381af385531d0f1a28a	אֵין אֲנִי מְנַסָּה לִנְהוֹג כָּךְ.		1	1	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38104825.mp3	6bdd37236df1cbb281d6f5594cacbea9a5e6bf457e65e786a4b68cf8c53a33ec	תַּרְשִׁים שֶׁל מִקְדָּשׁ וְאִגֶּרֶת מֵעִם הַמֶּלֶךְ חִירָם אֶל שְׁלֹמֹה הַמֶּלֶךְ הַיּוֹשֵׁב בִּירוּשָׁלַיִם		1	1	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38104833.mp3	0d280be862f033e0cec7c6e54593d40dc09a2c9bf21204952c24b90664530324	כָּאן נִכְנְסוּ הַחַיִּים לְמַסְלוּל קָבוּעַ וְהֵם שׁוֹטְפִים, אוֹ, בְּיֶתֶר דִּיּוּק, זוֹחֲלִים.		1	0	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38115876.mp3	86f3c7c2dbf70cc0158435d1f1712cbfd96193ee4b1120e5842debae9ec6852d	והיכן הוא עכשיו, אם מותר לשאול?		1	1	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38115878.mp3	3df19d81b1d83e6fbebf27346588c314ab48eef320ed4d250e26e8f64204fac9	עוד חצי תריסר כמותך לא תמצא כאן, ערב אני לך.		1	0	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38118865.mp3	3aa3a7ac19939c26cf1b4025ac006befde451a9f31982013b73a360194b88b06	השולחן החדש יפה, אבל אהבתי את הקודם יותר.		1	1	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38118872.mp3	2b96ef382c4eef4d5e707f8e56700afb65196295087b3be827c03befa4871fc6	אִגֶּרֶת זוֹ לֹא תְּסֻלָּא בַּפָּז. אִישׁ לֹא זָכָה לְתַגְלִית כָּזֹאת.		0	1	eighties	male_masculine			he	
b81c0ee5a1b8f79ea5bfcc0b618eae446ff17911761ace4739bd79edbae075e0ab45c44cfa2fde68bb59f7601dc90cedea96af279d18ed305b795921e58df30e	common_voice_he_38130933.mp3	42b560213ff20750ceb779163781cf9017d2b6717f8ac3249026ea3d3acc56d9	לא האמונה באלוהים, אלא בעם ובייעודה ובעתידה של ארצנו.		1	0	thirties	male_masculine			he	
