client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569669.mp3	ea92c93bf1f5a45b2c17ee1864c6d066e4312f844b852e4796205e6babc41e27	הסופרים המסכנים הללו, כוח הדמיון אינו מנת חלקם מלבד כמה יחידי סגולה		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569670.mp3	e40176014abba586f0165cf05c3bccd8616ebde6a3af39a2c50eee9a7ffb560c	בְּאֶמְצַע הָעִיר - שׁוּק גָּדוֹל וּמִסָּבִיב לוֹ בָּתִּים נְמוּכִים מְאוֹד.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569672.mp3	ceaa597be215403d3dd2344d1c32125572ab88837b95389359cc189e4b441e32	עדיין לא טעמת כלום מן היין!		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569679.mp3	d8ef28f5ba459d8e54cc3fb4c767f88a6784b1959057f07f18f6c659e624186c	הָרַעְיוֹן הַזֶּה מִתְקַבֵּל עַל הַדַּעַת, מְאֹד מִתְקַבֵּל.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569680.mp3	198e273684176718a2a13d6075e52eedabd01bd0803c5a68f8a17797f7040df5	אֲנִי שׁוֹמֵעַ שְׁמוּעוֹת עַל צְבָאוֹת		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569681.mp3	8b990be55346a51280ce96a39c1a7f1294817ca1c65e3ab44383ba20fa9bd862	הַשָּׁעָה שְׁעַת דִּמְדּוּמִים. הַשֶּׁמֶשׁ הִתְחִילָה לְהִתְחַבֵּא מִתַּחַת לָעֲנָנִים, מֵאֲחוֹרֵי הַגִּבְעָה.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569683.mp3	5fa0a7eef887f196c119ad080fad62262b1bc9141666dc2819119961aa7ffeb1	מה לכתוב? – בעולם מתרחשים כל־כך הרבה מאורעות שקשה להסבירם.		2	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569691.mp3	db36e79f440e475e38776f8b1f369cdc676cd3bfe62b9a0a299c1c6ac310e6bb	צָדַקְתָּ, בָּחוּר, יֵשׁ לַעֲשׂוֹת מַשֶּׁהוּ.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569692.mp3	5394bfca33e3309e94b035143894edabbadefeab525d046bf2e53d0bf293fc40	לא האמנתי שהיום הזה יגיע כל כך מהר.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569693.mp3	ba1112fa1cfb37dd86a199d4011b259f9851444cbefdb292928e5ce17b9e4146	וכעת תנו לי לשוב ולהיות בן־אדם פרטי		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569694.mp3	1cf1f730126c6f51f2be8bdfda6b7fd038e3363abca796f99e02415f25c27c91	טָהוֹר וְקָשֶׁה וְלָבָן הָעוֹלָם.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569696.mp3	009b264ff758104927348fefde8834b58c4cb546007b8f109116922b32cbba33	הוא כבר מאובטח בגלל סדרת איומים		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569698.mp3	669f55e2c351e7e3e47db6406107019075734f03e3e76bb6e6959753a449dce5	למען האמת, לא אוכל לתאר לי שאתאים לשמש “פועלת”, במלוא מובן המלה.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569700.mp3	f517c9e887206f9d8b8d3236ae41e8d2535cbe321f53c4b181462186b994639d	כבר הפליגה? שמא אתה אומר לעבור ברגל את האוקיינוס הגדול?!		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569705.mp3	e5d8906380d2f3253eb6589556b18e179e4ea4a97b515cf5436e0fd976b18a48	אני אוהבת ארנבים, אבל אני מעדיפה צבים.		2	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569706.mp3	35a6788afaf38149bfc463ceb74f4960a60dd3faf774c3ff4c690ec580a78189	ככה היא תחיה וככה היא תהפוך למוקד		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569707.mp3	aa8f0752c1d91c960b49ac32418c2b917431e72a6e6720c3f30bbf81ef180aef	חתולים הם חכמים, אבל לאו דווקא טובי לב.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569708.mp3	3c23c267fa5504459a512c012d24db18891d3a6d2399ce5627adeeafa1177fef	אז זה סתם נשמע כמו איזו גזירה		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569714.mp3	65b0a8ff840d2392fbab69b645d64bb450196b83afb4cd63405a0a4e9f1bd63b	אבל יום בהיר אחד נזרקה בך טיפה של פחד…		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569715.mp3	e0ad0302cf7f488cca02bc649ba69d4b17739577f7085335b32473ab07be0d8b	גם פה בארץ יש לי כבר מכרים.		4	0	twenties	male_masculine	Natibe		he	
281c3cf84bbed9fbdc383d3b3c89633b2a96b234403bb99a087fbaaacd8623e344c884839cbff5a68e37f88352b3e8139a3cbd3a43ae2e2d7f84af420a08dd2a	common_voice_he_38569718.mp3	fac76d0517eeb96282ffaa973a0c5ed79ace6c29281cf5ce665c991bdb2d482a	קל לי מאוד לחרוז חרוזים.		4	0	twenties	male_masculine	Natibe		he	
