client_id	path	sentence_id	sentence	sentence_domain	up_votes	down_votes	age	gender	accents	variant	locale	segment
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38078788.mp3	0aa0dc53156afa04b8e79a9de571ff53c3036633c5494daad41cb4ce481f7311	הָאָרֶץ, שֶׁעַל יְדֵי חַיִּים כָּאֵלֶּה עוֹמֶדֶת לְהִיבָּנוֹת.		0	2	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38085647.mp3	2c43fc6b96a6531fb34c6c7392f880cdb412467d78c48a72c496e36b926c07e0	הַכְנִיסִינִי תַּחַת כְּנָפֵךְ		1	2	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38085650.mp3	7bcb5012d64348b4ed6339266fd452b718a2ab6ab73367697fde27ad06b92f9a	נמצאה ספה פנויה.		0	2	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38085654.mp3	6a4a7eeada1db992b29f657f3c6e30c6cd29282aab95990b499b8ce00a972f13	הוּא רוֹצֶה לְדַבֵּר אִיתִּי עַל הָעֲבוֹדָה בַּשָּׂדֶה		1	2	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38094114.mp3	34ff99f3e772beff59d4a0774a2d602ecaf7010c4fcc72d72ef7fc3db7ef6776	הָיָה לָנוּ חֲבָל אֲבָל לַשָּׁוְוא.		0	2	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38094115.mp3	06568a2df5a364d7280c048ea2acff97bddf97c237ff21b40ba5fecf010ab385	גֵּ'רְפָה וְזֶבְּרָה יְכוֹלוֹת לִקְפֹּץ בְּיַחַד עַל הַטְּרַמְפּוֹלִינָה		1	2	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38094127.mp3	7468b6c567a4b6f4ee76aa4e06fbc3bc3e63a8f55cc6b68455219b180470bf9d	שבעה עשר, עשרים ואחד — את הכול!		0	2	eighties	male_masculine			he	
eeb3363397f722361222bb717612597b16b4f8e7a7395c39b5f68f610aee23a7f49a7ef5449951b84a03040ef703f535410d2cc94e03263d8e9ad74c8b1335dc	common_voice_he_38094983.mp3	4ecce09e08f818e67dc716f4f136b4d6b7484a9f15ac1cd7d1d559ec8339258b	הפרעתי? רצית כבר לשכב?		1	2		male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38104835.mp3	16f9fa90ae9e18647fb439adb0bb01003f8b9dc40407255104a70b5c304c4f26	אַחַת אַחַת נָשְׁרוּ הַשְּׂמָחוֹת – וְרֹאשֵׁנוּ נָבֵל.		1	2	eighties	male_masculine			he	
b6bcd36b200c47aa8c907f5dcdb343d5288d9fa2ac3c6bc3a5154f15344b5318c9673475ff58c1d0c89e6fa7c34d720a0b57788ab7a570fbbfa4a9935e6ba568	common_voice_he_38115880.mp3	7982d4c06e828df8baaa3a5edea06867bb5af8d06e8894ee7aeb2a05e68167fc	אני לא יודע, ואני נמנע מללמוד את זה.		0	2	eighties	male_masculine			he	
